data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2024,232197853,208203242,1,8,,,,104,NS,X,99,50,,,
2024,219127644,196796037,1,4,,,,37,34,M,10,20,R,34,
2024,219127651,196796044,1,4,,,,47,44,M,10,20,R,44,
2024,232197832,208203220,1,4,,,,34,31,F,10,20,R,31,
2024,232197852,208203241,1,4,,,,32,29,M,10,20,R,29,
2024,219127664,196796057,1,4,,,,63,60,M,10,20,R,60,
2024,232197868,208203257,1,4,,,,66,63,M,10,20,R,63,
2024,232197869,208203257,2,4,,,,63,60,M,10,20,R,60,
2024,232197898,208203286,1,4,,,,45,42,M,10,20,N,42,
2024,219127687,196796077,1,4,,,,58,55,F,10,20,R,55,
2024,232197866,208203256,1,4,,,,39,36,M,10,20,R,36,
2024,232197886,208203274,1,4,,,,43,40,M,10,20,N,40,
2024,216926832,194887393,1,4,,,,67,64,M,10,20,R,64,
2024,232197911,208203298,1,8,,,,104,NS,X,99,50,,,
2024,232197932,208203315,1,4,,,,23,20,F,10,20,R,20,
2024,219127631,196796024,1,4,,,,48,45,F,10,20,N,45,
2024,219127635,196796028,1,4,,,,38,35,M,10,20,R,35,
2024,232197971,208203350,1,4,,,,38,35,F,10,20,R,35,
2024,219127641,196796034,1,4,,,,68,65,F,10,20,R,65,
2024,232198240,208203597,1,8,,,,104,NS,X,99,50,,,
2024,210986215,189718577,1,4,,,,69,66,F,20,20,R,66,
2024,232198274,208203626,1,4,,,,25,22,F,10,20,R,22,
2024,232197927,208203311,1,4,,,,38,35,F,10,20,R,35,
2024,232197950,208203331,1,8,,,,104,NS,X,99,50,,,
2024,232198032,208203407,1,8,,,,104,NS,X,99,50,,,
2024,232198053,208203427,1,4,,,,23,20,F,10,20,N,20,
2024,219127645,196796038,1,4,,,,60,57,M,10,20,N,57,
2024,232197944,208203327,1,4,,,,54,51,F,10,20,R,51,
2024,219127650,196796043,1,4,,,,62,59,F,10,20,R,59,
2024,213175869,191623222,1,4,,,,41,38,F,10,20,N,38,
2024,213175878,191623230,1,4,,,,57,54,M,10,20,N,54,
2024,219127657,196796049,1,4,,,,74,71,M,10,20,N,71,
2024,219127663,196796055,1,1,,,,104,NS,X,99,50,,,
2024,232197981,208203358,1,4,,,,57,54,F,10,20,N,54,
2024,232197982,208203358,2,8,,,,104,NS,X,99,50,,,
2024,232198009,208203384,1,4,,,,19,16,F,10,20,R,16,
2024,219127670,196796061,1,4,,,,68,65,M,10,20,N,65,
2024,219127676,196796065,1,1,,,,104,NS,X,99,50,,,
2024,219127665,196796058,1,4,,,,19,16,F,10,20,R,16,
2024,219127671,196796062,1,4,,,,19,16,M,10,20,N,16,
2024,219127647,196796042,1,4,,,,68,65,M,10,20,R,65,
2024,219127656,196796048,1,4,,,,52,49,M,10,20,R,49,
2024,219127666,196796056,1,4,,,,46,43,M,10,20,R,43,
2024,219127667,196796056,2,4,,,,80,77,M,10,20,R,77,
2024,219127672,196796064,1,4,,,,27,24,M,10,20,R,24,
2024,213175884,191623236,1,4,,,,59,56,M,20,20,R,56,
2024,214860190,193092104,1,8,,,,104,NS,X,99,50,,,
2024,219127679,196796070,1,4,,,,63,60,M,10,20,R,60,
2024,210986246,189718603,1,8,,,,104,NS,X,99,50,,,
2024,219127684,196796074,1,8,,,,104,NS,X,99,50,,,
2024,214860195,193092109,1,4,,,,33,30,M,10,20,N,30,
2024,219127690,196796081,1,4,,,,13,10,M,10,20,N,10,
2024,219127682,196796072,1,4,,,,58,55,F,10,20,R,55,
2024,219127685,196796075,1,4,,,,73,70,M,10,20,R,70,
2024,210986247,189718604,1,4,,,,40,37,F,10,20,R,37,
2024,210986248,189718604,2,4,,,,57,54,F,10,20,R,54,
2024,210986249,189718604,3,4,,,,49,46,M,10,20,R,46,
2024,219127688,196796079,1,3,,,,104,NS,X,99,50,,,
2024,219127693,196796083,1,4,,,,70,67,F,10,20,R,67,
2024,213175894,191623244,1,4,,,,33,30,M,10,20,R,30,
2024,223962886,201004127,1,4,,,,48,45,F,10,20,N,45,
2024,225834676,202643816,1,8,,,,104,NS,X,99,50,,,
2024,223962919,201004157,1,4,,,,31,28,M,10,20,R,28,
2024,223962920,201004157,2,4,,,,30,27,F,10,20,N,27,
2024,219127680,196796068,1,4,,,,57,54,M,10,20,N,54,
2024,223962877,201004119,1,1,,,,104,NS,X,99,50,,,
2024,219127701,196796092,1,4,,,,78,75,F,10,20,R,75,
2024,223962882,201004123,1,4,,,,61,58,F,10,20,N,58,
2024,223962892,201004132,1,1,,,,104,NS,X,99,50,,,
2024,213175843,191623198,1,4,,,,28,25,F,10,20,R,25,
2024,219127699,196796089,1,8,,,,104,NS,X,99,50,,,
2024,219127695,196796085,1,4,,,,71,68,F,10,20,R,68,
2024,213175848,191623204,1,4,,,,70,67,F,10,20,R,67,
2024,210986219,189718580,1,1,,,,104,NS,X,99,50,,,
2024,219127698,196796088,1,4,,,,10,07,F,10,20,R,07,
2024,219127700,196796090,1,4,,,,54,51,F,10,20,R,51,
2024,216926876,194887437,1,8,,,,104,NS,X,99,50,,,
2024,223962899,201004139,1,4,,,,59,56,M,10,20,R,56,
2024,223962900,201004139,2,4,,,,64,61,M,10,20,R,61,
2024,223962907,201004146,1,4,,,,19,16,F,10,20,R,16,
2024,213175864,191623218,1,4,,,,48,45,M,10,20,R,45,
2024,210986255,189718609,1,8,,,,104,NS,X,99,50,,,
2024,223962875,201004116,1,4,,,,15,12,M,40,20,N,12,
2024,223962880,201004121,1,4,,,,48,45,M,10,20,R,45,
2024,223962883,201004124,1,4,,,,34,31,M,10,20,R,31,
2024,213175893,191623243,1,4,,,,39,36,M,10,20,R,36,
2024,223962888,201004129,1,4,,,,51,48,M,10,20,R,48,
2024,219127732,196796122,1,6,,,,104,NS,X,99,50,,,
2024,223962893,201004133,1,4,,,,19,16,F,10,20,N,16,
2024,219127739,196796128,1,4,,,,6,03,F,10,20,N,03,
2024,223962891,201004131,1,4,,,,60,57,M,10,20,R,57,
2024,223962897,201004138,1,4,,,,14,11,M,10,20,R,11,
2024,223962905,201004144,1,4,,,,65,62,F,10,20,N,62,
2024,223962910,201004148,1,4,,,,84,81,F,10,20,R,81,
2024,232197987,208203363,1,1,,,,104,NS,X,99,50,,,
2024,223962902,201004141,1,4,,,,79,76,F,10,20,R,76,
2024,223962911,201004149,1,4,,,,62,59,F,10,20,R,59,
2024,210986260,189718613,1,3,,,,104,NS,X,99,50,,,
2024,223962915,201004153,1,4,,,,53,50,M,10,20,R,50,
2024,223962926,201004163,1,4,,,,70,67,M,10,20,R,67,
2024,225834685,202643825,1,1,,,,104,NS,X,99,50,,,
2024,213175915,191623261,1,4,,,,52,49,F,10,20,R,49,
2024,223962937,201004174,1,4,,,,80,77,F,10,20,R,77,
2024,223962946,201004182,1,4,,,,62,59,F,10,20,R,59,
2024,223962947,201004182,2,4,,,,76,73,M,10,20,R,73,
2024,223962958,201004191,1,4,,,,45,42,M,10,20,N,42,
2024,223962925,201004162,1,4,,,,47,44,F,10,20,R,44,
2024,223962929,201004166,1,4,,,,77,74,M,10,20,R,74,
2024,223962930,201004167,1,4,,,,3,BB,M,10,20,R,,
2024,232198026,208203401,1,4,,,,40,37,F,10,20,N,37,
2024,213175853,191623207,1,4,,,,41,38,F,10,20,N,38,
2024,223962939,201004176,1,4,,,,16,13,M,10,20,R,13,
2024,223962940,201004176,2,4,,,,15,12,M,10,20,R,12,
2024,225834706,202643845,1,4,,,,80,77,M,10,20,R,77,
2024,223962921,201004158,1,4,,,,84,81,M,10,20,N,81,
2024,225834679,202643819,1,4,,,,89,86,M,10,20,N,86,
2024,225834693,202643832,1,4,,,,59,56,M,10,20,R,56,
2024,225834701,202643840,1,4,,,,35,32,M,10,20,R,32,
2024,213175861,191623215,1,4,,,,39,36,M,10,20,R,36,
2024,232198050,208203425,1,4,,,,66,63,F,10,20,R,63,
2024,232198018,208203393,1,4,,,,85,82,F,10,20,R,82,
2024,223962955,201004189,1,8,,,,104,NS,X,99,50,,,
2024,232198042,208203417,1,4,,,,67,64,F,10,20,N,64,
2024,232198070,208203441,1,4,,,,54,51,F,10,20,N,51,
2024,225834707,202643846,1,4,,,,52,49,M,10,20,R,49,
2024,213175865,191623219,1,4,,,,47,44,M,10,20,R,44,
2024,213175866,191623219,2,8,,,,104,NS,X,99,50,,,
2024,223962931,201004168,1,4,,,,12,09,F,10,20,R,09,
2024,214860187,193092101,1,8,,,,104,NS,X,99,50,,,
2024,223962933,201004171,1,4,,,,19,16,M,10,20,R,16,
2024,223962938,201004175,1,4,,,,84,81,M,10,20,R,81,
2024,225834714,202643852,1,1,,,,104,NS,X,99,50,,,
2024,225834725,202643862,1,4,,,,64,61,M,10,20,R,61,
2024,213175880,191623232,1,8,,,,104,NS,X,99,50,,,
2024,210986235,189718594,1,4,,,,37,34,F,10,20,R,34,
2024,232198132,208203496,1,4,,,,56,53,F,10,20,R,53,
2024,219128764,196797073,1,4,,,,40,37,F,10,20,R,37,
2024,220790231,198246270,1,4,,,,80,77,F,10,20,R,77,
2024,220790246,198246283,1,4,,,,61,58,F,10,20,N,58,
2024,220790251,198246287,1,4,,,,97,94,F,10,40,R,94,
2024,220790265,198246300,1,4,,,,34,31,F,10,20,R,31,
2024,213177447,191624657,1,1,,,,104,NS,X,99,50,,,
2024,220790277,198246310,1,4,,,,25,22,M,10,20,N,22,
2024,225838710,202647514,1,1,,,,104,NS,X,99,50,,,
2024,225838727,202647530,1,1,,,,104,NS,X,99,50,,,
2024,225838733,202647535,1,4,,,,85,82,F,10,20,R,82,
2024,216928774,194889140,1,4,,,,39,36,F,10,20,N,36,
2024,216928692,194889066,1,4,,,,49,46,F,10,20,N,46,
2024,216928700,194889074,1,4,,,,73,70,M,10,20,N,70,
2024,216928701,194889074,2,4,,,,80,77,M,10,40,R,77,
2024,216928718,194889090,1,4,,,,43,40,M,98,40,N,40,
2024,216928719,194889090,2,4,,,,68,65,M,10,40,R,65,
2024,216928720,194889090,3,4,,,,68,65,F,98,40,R,65,
2024,216928728,194889097,1,4,,,,38,35,F,10,20,U,35,
2024,213177490,191624697,1,1,,,,104,NS,X,99,50,,,
2024,219128811,196797117,1,4,,,,44,41,F,10,20,R,41,
2024,219128830,196797136,1,4,,,,59,56,M,10,20,N,56,
2024,216928763,194889129,1,4,,,,88,85,F,10,20,N,85,
2024,225838753,202647555,1,8,,,,104,NS,X,99,50,,,
2024,220790300,198246332,1,1,,,,104,NS,X,99,50,,,
2024,220790186,198246231,1,1,,,,104,NS,X,99,50,,,
2024,216928772,194889138,1,4,,,,55,52,M,10,20,R,52,
2024,220791642,198247523,1,4,,,,20,17,F,10,20,R,17,
2024,220791643,198247523,2,4,,,,20,17,F,10,20,N,17,
2024,220791644,198247523,3,4,,,,54,51,F,10,20,R,51,
2024,220791674,198247551,1,4,,,,34,31,F,10,20,R,31,
2024,220791675,198247551,2,4,,,,47,44,F,98,40,R,44,
2024,220790221,198246261,1,1,,,,104,NS,X,99,50,,,
2024,232209104,208213548,1,4,,,,60,57,M,40,20,N,57,
2024,232208928,208213390,1,4,,,,17,14,M,10,20,N,14,
2024,216928780,194889146,1,4,,,,84,81,M,10,20,R,81,
2024,216928781,194889146,2,4,,,,87,84,F,10,40,R,84,
2024,232208931,208213393,1,4,,,,55,52,F,10,20,R,52,
2024,216928799,194889162,1,4,,,,28,25,F,10,20,R,25,
2024,216928800,194889162,2,4,,,,30,27,M,10,20,R,27,
2024,213177522,191624728,1,4,,,,25,22,F,10,20,N,22,
2024,213177562,191624767,1,8,,,,104,NS,X,99,50,,,
2024,219128854,196797160,1,1,,,,104,NS,X,99,50,,,
2024,219128885,196797184,1,4,,,,29,26,M,98,10,N,26,
2024,232208937,208213399,1,1,,,,104,NS,X,99,50,,,
2024,216928706,194889079,1,4,,,,49,46,M,10,20,N,46,
2024,216928744,194889113,1,8,,,,104,NS,X,99,50,,,
2024,213175808,191623163,1,1,,,,104,NS,X,99,50,,,
2024,213175813,191623168,1,4,,,,17,14,F,10,20,R,14,
2024,216926772,194887340,1,1,,,,104,NS,X,99,50,,,
2024,216926774,194887342,1,4,,,,31,28,M,10,20,N,28,
2024,220788144,198244353,1,1,,,,104,NS,X,99,50,,,
2024,216926780,194887348,1,1,,,,104,NS,X,99,50,,,
2024,220788145,198244354,1,1,,,,104,NS,X,99,50,,,
2024,220788132,198244341,1,4,,,,67,64,M,10,20,N,64,
2024,220788135,198244344,1,1,,,,104,NS,X,99,50,,,
2024,220788140,198244349,1,1,,,,104,NS,X,99,50,,,
2024,220788142,198244351,1,1,,,,104,NS,X,99,50,,,
2024,220788143,198244352,1,8,,,,104,NS,X,99,50,,,
2024,220788146,198244355,1,4,,,,31,28,F,10,20,N,28,
2024,220788148,198244357,1,4,,,,30,27,M,10,20,R,27,
2024,232203775,208208674,1,4,,,,39,36,F,98,40,N,36,
2024,220788149,198244358,1,1,,,,104,NS,X,99,50,,,
2024,232203784,208208680,1,4,,,,22,19,M,10,20,R,19,
2024,220788133,198244342,1,1,,,,104,NS,X,99,50,,,
2024,232203791,208208687,1,1,,,,104,NS,X,99,50,,,
2024,232203797,208208693,1,1,,,,104,NS,X,99,50,,,
2024,232203811,208208706,1,4,,,,39,36,M,98,40,N,36,
2024,220788137,198244346,1,1,,,,104,NS,X,99,50,,,
2024,232203834,208208729,1,1,,,,104,NS,X,99,50,,,
2024,232203804,208208699,1,1,,,,104,NS,X,99,50,,,
2024,232203812,208208707,1,4,,,,57,54,F,10,20,N,54,
2024,232203820,208208715,1,4,,,,44,41,F,10,20,R,41,
2024,209228227,188189527,1,4,,,,20,17,F,10,20,N,17,
2024,232203824,208208719,1,1,,,,104,NS,X,99,50,,,
2024,232203833,208208728,1,1,,,,104,NS,X,99,50,,,
2024,232203842,208208735,1,1,,,,104,NS,X,99,50,,,
2024,232203858,208208744,1,4,,,,47,44,M,10,20,N,44,
2024,232203864,208208750,1,1,,,,104,NS,X,99,50,,,
2024,208121863,187224539,1,4,,,,44,41,F,10,40,R,41,
2024,232203863,208208749,1,1,,,,104,NS,X,99,50,,,
2024,232203876,208208762,1,4,,,,23,20,F,10,20,N,20,
2024,232203888,208208773,1,1,,,,104,NS,X,99,50,,,
2024,209228228,188189528,1,1,,,,104,NS,X,99,50,,,
2024,232203898,208208781,1,1,,,,104,NS,X,99,50,,,
2024,232203899,208208781,2,1,,,,104,NS,X,99,50,,,
2024,232203874,208208760,1,1,,,,104,NS,X,99,50,,,
2024,232203887,208208772,1,1,,,,104,NS,X,99,50,,,
2024,232203900,208208785,1,1,,,,104,NS,X,99,50,,,
2024,232203909,208208792,1,1,,,,104,NS,X,99,50,,,
2024,232203921,208208804,1,4,,,,76,73,M,10,20,N,73,
2024,232204339,208209178,1,1,,,,104,NS,X,99,50,,,
2024,232204372,208209206,1,4,,,,61,58,F,10,20,R,58,
2024,232203893,208208778,1,1,,,,104,NS,X,99,50,,,
2024,216928823,194889183,1,4,,,,71,68,M,10,20,R,68,
2024,216928752,194889119,1,4,,,,77,74,M,10,20,R,74,
2024,216928769,194889135,1,8,,,,104,NS,X,99,50,,,
2024,216928794,194889158,1,8,,,,104,NS,X,99,50,,,
2024,216928819,194889180,1,4,,,,39,36,M,10,20,R,36,
2024,216928839,194889195,1,8,,,,104,NS,X,99,50,,,
2024,216928857,194889216,1,4,,,,67,64,M,10,20,R,64,
2024,216928874,194889232,1,4,,,,31,28,F,10,20,R,28,
2024,216928820,194889179,1,4,,,,55,52,F,10,20,R,52,
2024,216928832,194889192,1,8,,,,104,NS,X,99,50,,,
2024,216928845,194889204,1,4,,,,47,44,F,10,20,N,44,
2024,216928735,194889104,1,4,,,,55,52,M,10,20,N,52,
2024,216928751,194889118,1,4,,,,17,14,F,10,20,N,14,
2024,216928762,194889128,1,4,,,,52,49,F,10,20,R,49,
2024,216928773,194889139,1,1,,,,104,NS,X,99,50,,,
2024,216928787,194889152,1,8,,,,104,NS,X,99,50,,,
2024,216928809,194889171,1,1,,,,104,NS,X,99,50,,,
2024,216928810,194889171,2,1,,,,104,NS,X,99,50,,,
2024,216928804,194889166,1,1,,,,104,NS,X,99,50,,,
2024,220790374,198246395,1,1,,,,104,NS,X,99,50,,,
2024,220790281,198246313,1,1,,,,104,NS,X,99,50,,,
2024,219128843,196797151,1,4,,,,51,48,F,10,20,N,48,
2024,219128859,196797161,1,8,,,,104,NS,X,99,50,,,
2024,216928814,194889175,1,4,,,,21,18,M,10,20,R,18,
2024,216928815,194889175,2,4,,,,21,18,M,10,20,N,18,
2024,208123765,187226304,1,4,,,,22,19,M,10,20,R,19,
2024,216928834,194889194,1,4,,,,54,51,M,10,20,R,51,
2024,219128869,196797172,1,4,,,,67,64,F,10,20,R,64,
2024,219128870,196797172,2,4,,,,71,68,M,10,20,R,68,
2024,216928849,194889208,1,1,,,,104,NS,X,99,50,,,
2024,220790292,198246324,1,8,,,,104,NS,X,99,50,,,
2024,220790302,198246337,1,8,,,,104,NS,X,99,50,,,
2024,209229143,188190384,1,1,,,,104,NS,X,99,50,,,
2024,216928855,194889214,1,4,,,,40,37,M,10,20,R,37,
2024,216928856,194889214,2,4,,,,33,30,F,10,20,N,30,
2024,232201248,208206328,1,4,,,,58,55,F,10,20,R,55,
2024,216928764,194889130,1,4,,,,82,79,M,10,20,R,79,
2024,216928778,194889144,1,4,,,,64,61,M,98,20,R,61,
2024,232201252,208206332,1,8,,,,104,NS,X,99,50,,,
2024,232201222,208206305,1,3,,,,104,NS,X,99,50,,,
2024,232201223,208206305,2,8,,,,104,NS,X,99,50,,,
2024,219128886,196797183,1,4,,,,58,55,M,10,20,N,55,
2024,232201230,208206312,1,3,,,,104,NS,X,99,50,,,
2024,232201239,208206321,1,4,,,,17,14,F,10,20,R,14,
2024,232201241,208206321,2,4,,,,18,15,M,10,20,R,15,
2024,232201242,208206321,3,4,,,,17,14,F,10,20,N,14,
2024,232201516,208206579,1,8,,,,104,NS,X,99,50,,,
2024,220790350,198246373,1,4,,,,27,24,M,98,40,N,24,
2024,232201260,208206339,1,3,,,,104,NS,X,99,50,,,
2024,232201263,208206342,1,8,,,,104,NS,X,99,50,,,
2024,232201268,208206347,1,1,,,,104,NS,X,99,50,,,
2024,219128906,196797202,1,4,,,,81,78,F,10,20,N,78,
2024,220790321,198246349,1,4,,,,103,00,F,10,20,R,,
2024,232201468,208206532,1,8,,,,104,NS,X,99,50,,,
2024,219128964,196797251,1,4,,,,68,65,F,10,20,R,65,
2024,219128965,196797251,2,4,,,,63,60,M,10,20,R,60,
2024,219128980,196797263,1,4,,,,28,25,M,10,20,R,25,
2024,232201474,208206538,1,4,,,,39,36,M,10,20,R,36,
2024,232201479,208206543,1,4,,,,71,68,M,10,20,R,68,
2024,209229165,188190401,1,4,,,,61,58,F,10,20,R,58,
2024,220790337,198246359,1,4,,,,25,22,M,10,20,R,22,
2024,232201281,208206360,1,1,,,,104,NS,X,99,50,,,
