data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2022,177484509,160463317,1,4,,,,43,40,F,10,20,R,40,
2022,177484515,160463322,1,4,,,,56,53,M,10,50,R,53,
2022,186960891,168741829,1,4,,,,47,44,F,10,50,R,44,
2022,176077258,159232027,1,4,,,,40,37,M,10,50,R,37,
2022,177484431,160463241,1,4,,,,60,57,M,98,50,R,57,
2022,177484441,160463249,1,4,,,,54,51,M,10,40,R,51,
2022,177484451,160463259,1,4,,,,19,16,F,10,50,R,16,
2022,177484459,160463269,1,4,,,,46,43,M,10,50,R,43,
2022,177484473,160463281,1,4,,,,70,67,M,10,50,R,67,
2022,177484480,160463288,1,4,,,,51,48,M,10,50,R,48,
2022,177484492,160463300,1,1,,,,104,NS,X,99,50,,,
2022,177484503,160463311,1,1,,,,104,NS,X,99,50,,,
2022,179112967,161885647,1,1,,,,104,NS,X,99,50,,,
2022,179112990,161885669,1,4,,,,59,56,F,10,50,R,56,
2022,182819258,165128019,1,4,,,,45,42,F,10,50,R,42,
2022,185226680,167227632,1,1,,,,104,NS,X,99,50,,,
2022,177484444,160463251,1,4,,,,31,28,M,10,20,R,28,
2022,177484452,160463260,1,4,,,,42,39,M,98,50,R,39,
2022,177484468,160463278,1,4,,,,39,36,M,10,10,R,36,
2022,177484489,160463297,1,4,,,,43,40,M,10,50,R,40,
2022,177484501,160463309,1,4,,,,41,38,F,10,50,R,38,
2022,177484508,160463316,1,4,,,,43,40,M,98,50,R,40,
2022,177484517,160463324,1,4,,,,69,66,F,10,50,R,66,
2022,179112855,161885543,1,4,,,,33,30,M,10,20,R,30,
2022,177484521,160463328,1,4,,,,34,31,F,98,50,R,31,
2022,177484523,160463330,1,1,,,,104,NS,X,99,50,,,
2022,177484430,160463240,1,4,,,,29,26,F,10,20,R,26,
2022,177484445,160463253,1,4,,,,47,44,F,10,50,R,44,
2022,177484453,160463261,1,1,,,,104,NS,X,99,50,,,
2022,177484463,160463271,1,1,,,,104,NS,X,99,50,,,
2022,177484472,160463280,1,1,,,,104,NS,X,99,50,,,
2022,186961056,168741985,1,4,,,,26,23,F,10,20,R,23,
2022,179112861,161885550,1,1,,,,104,NS,X,99,50,,,
2022,177484497,160463305,1,4,,,,62,59,F,98,50,R,59,
2022,177484512,160463320,1,4,,,,48,45,F,10,50,R,45,
2022,180760502,163318031,1,4,,,,29,26,F,10,50,R,26,
2022,177484436,160463246,1,4,,,,45,42,M,98,50,R,42,
2022,177484449,160463257,1,1,,,,104,NS,X,99,50,,,
2022,177484458,160463268,1,1,,,,104,NS,X,99,50,,,
2022,177484469,160463276,1,8,,,,104,NS,X,99,50,,,
2022,177484477,160463285,1,4,,,,60,57,M,10,20,R,57,
2022,177484485,160463293,1,4,,,,33,30,M,10,20,R,30,
2022,179112872,161885558,1,4,,,,42,39,M,10,50,N,39,
2022,177484493,160463301,1,1,,,,104,NS,X,99,50,,,
2022,179112877,161885565,1,4,,,,39,36,M,10,50,R,36,
2022,179112897,161885583,1,4,,,,36,33,M,10,20,R,33,
2022,177484502,160463310,1,1,,,,104,NS,X,99,50,,,
2022,177484506,160463314,1,4,,,,45,42,M,10,50,R,42,
2022,182819293,165128050,1,8,,,,104,NS,X,99,50,,,
2022,177484443,160463252,1,4,,,,39,36,M,10,50,R,36,
2022,177484456,160463265,1,4,,,,42,39,M,10,50,N,39,
2022,177484470,160463277,1,4,,,,42,39,M,10,50,N,39,
2022,177484482,160463291,1,4,,,,67,64,F,98,50,R,64,
2022,179112918,161885604,1,1,,,,104,NS,X,99,50,,,
2022,182819328,165128084,1,4,,,,36,33,M,10,50,R,33,
2022,177484505,160463313,1,8,,,,104,NS,X,99,50,,,
2022,177484513,160463321,1,4,,,,39,36,M,10,50,R,36,
2022,177484514,160463321,2,4,,,,18,15,F,10,50,R,15,
2022,177484519,160463326,1,4,,,,34,31,F,10,20,R,31,
2022,179112939,161885621,1,4,,,,71,68,F,10,50,R,68,
2022,177484522,160463329,1,4,,,,37,34,F,98,50,R,34,
2022,177484524,160463331,1,4,,,,29,26,M,10,50,R,26,
2022,179112973,161885653,1,4,,,,71,68,F,10,50,R,68,
2022,177484442,160463250,1,1,,,,104,NS,X,99,50,,,
2022,179112857,161885544,1,1,,,,104,NS,X,99,50,,,
2022,182819342,165128100,1,1,,,,104,NS,X,99,50,,,
2022,177484475,160463283,1,4,,,,66,63,F,10,20,R,63,
2022,177484484,160463290,1,1,,,,104,NS,X,99,50,,,
2022,177484499,160463307,1,4,,,,30,27,F,20,50,R,27,
2022,177484511,160463319,1,4,,,,73,70,M,10,50,R,70,
2022,177484518,160463325,1,1,,,,104,NS,X,99,50,,,
2022,179112915,161885602,1,1,,,,104,NS,X,99,50,,,
2022,177484474,160463282,1,4,,,,27,24,M,10,50,R,24,
2022,179112947,161885629,1,1,,,,104,NS,X,99,50,,,
2022,177484481,160463289,1,1,,,,104,NS,X,99,50,,,
2022,182819231,165127992,1,4,,,,39,36,F,10,50,R,36,
2022,177484491,160463299,1,4,,,,43,40,M,10,50,R,40,
2022,179112966,161885646,1,1,,,,104,NS,X,99,50,,,
2022,177484504,160463312,1,1,,,,104,NS,X,99,50,,,
2022,179112987,161885667,1,1,,,,104,NS,X,99,50,,,
2022,179112863,161885548,1,4,,,,33,30,F,10,20,R,30,
2022,179112873,161885560,1,4,,,,76,73,M,10,20,R,73,
2022,179112891,161885576,1,1,,,,104,NS,X,99,50,,,
2022,179112902,161885589,1,4,,,,37,34,M,10,50,R,34,
2022,177484510,160463318,1,4,,,,61,58,M,10,50,R,58,
2022,185226317,167227294,1,1,,,,104,NS,X,99,50,,,
2022,179112910,161885596,1,4,,,,32,29,F,10,50,R,29,
2022,177484520,160463327,1,4,,,,32,29,F,98,50,R,29,
2022,177484526,160463333,1,1,,,,104,NS,X,99,50,,,
2022,177484529,160463336,1,4,,,,51,48,M,10,50,R,48,
2022,177484531,160463338,1,1,,,,104,NS,X,99,50,,,
2022,177484500,160463308,1,4,,,,40,37,F,10,50,R,37,
2022,179112941,161885623,1,4,,,,31,28,F,98,50,R,28,
2022,179112957,161885638,1,1,,,,104,NS,X,99,50,,,
2022,179112970,161885651,1,1,,,,104,NS,X,99,50,,,
2022,179112981,161885662,1,4,,,,66,63,F,10,20,R,63,
2022,182819249,165128013,1,4,,,,72,69,M,98,50,R,69,
2022,179112921,161885606,1,1,,,,104,NS,X,99,50,,,
2022,179112940,161885624,1,1,,,,104,NS,X,99,50,,,
2022,179112958,161885639,1,1,,,,104,NS,X,99,50,,,
2022,177484516,160463323,1,4,,,,37,34,F,10,20,R,34,
2022,182819277,165128036,1,4,,,,72,69,M,98,50,R,69,
2022,182819295,165128054,1,4,,,,72,69,M,98,50,R,69,
2022,179112978,161885658,1,4,,,,47,44,M,10,50,R,44,
2022,179112993,161885672,1,1,,,,104,NS,X,99,50,,,
2022,179113006,161885685,1,4,,,,51,48,M,20,50,R,48,
2022,185226332,167227300,1,1,,,,104,NS,X,99,50,,,
2022,180760514,163318041,1,4,,,,69,66,F,10,20,R,66,
2022,180760396,163317939,1,4,,,,63,60,F,98,50,R,60,
2022,179113023,161885702,1,4,,,,92,89,F,10,50,R,89,
2022,185226340,167227308,1,4,,,,41,38,U,98,50,R,38,
2022,179113042,161885722,1,1,,,,104,NS,X,99,50,,,
2022,182819315,165128073,1,1,,,,104,NS,X,99,50,,,
2022,185226348,167227319,1,4,,,,35,32,F,98,50,R,32,
2022,185226356,167227325,1,1,,,,104,NS,X,99,50,,,
2022,179113059,161885736,1,4,,,,31,28,M,10,50,R,28,
2022,179113076,161885750,1,4,,,,72,69,M,10,50,R,69,
2022,179112867,161885553,1,4,,,,31,28,F,10,50,R,28,
2022,179112887,161885573,1,1,,,,104,NS,X,99,50,,,
2022,179112889,161885574,1,4,,,,74,71,M,98,50,R,71,
2022,179112904,161885591,1,4,,,,74,71,M,98,50,R,71,
2022,179112919,161885605,1,4,,,,74,71,M,98,50,R,71,
2022,179112930,161885616,1,4,,,,74,71,M,98,50,R,71,
2022,179112948,161885630,1,4,,,,74,71,M,98,50,R,71,
2022,179112961,161885642,1,4,,,,74,71,M,98,50,R,71,
2022,179112969,161885650,1,4,,,,74,71,M,98,50,R,71,
2022,177484525,160463332,1,4,,,,64,61,M,40,50,R,61,
2022,177484527,160463334,1,4,,,,33,30,M,10,20,R,30,
2022,179112983,161885663,1,4,,,,53,50,F,10,50,R,50,
2022,179112996,161885675,1,4,,,,58,55,F,10,50,R,55,
2022,179113046,161885726,1,1,,,,104,NS,X,99,50,,,
2022,179112931,161885617,1,8,,,,104,NS,X,99,50,,,
2022,177484528,160463335,1,4,,,,40,37,F,98,50,R,37,
2022,179112959,161885640,1,4,,,,71,68,M,10,20,R,68,
2022,179112977,161885657,1,4,,,,51,48,F,10,50,R,48,
2022,185226369,167227338,1,4,,,,61,58,F,98,50,R,58,
2022,182819329,165128088,1,1,,,,104,NS,X,99,50,,,
2022,179112991,161885670,1,4,,,,62,59,F,10,50,R,59,
2022,179113003,161885681,1,1,,,,104,NS,X,99,50,,,
2022,185226374,167227344,1,4,,,,52,49,M,98,50,R,49,
2022,179113015,161885694,1,4,,,,20,17,M,98,50,R,17,
2022,185226503,167227467,1,1,,,,104,NS,X,99,50,,,
2022,179113032,161885711,1,4,,,,65,62,F,98,20,R,62,
2022,179113022,161885701,1,4,,,,35,32,M,10,20,R,32,
2022,179113040,161885718,1,8,,,,104,NS,X,99,50,,,
2022,179113051,161885729,1,4,,,,72,69,M,98,50,R,69,
2022,179112951,161885633,1,4,,,,25,22,M,10,50,R,22,
2022,179112968,161885649,1,4,,,,87,84,M,98,50,R,84,
2022,179112992,161885671,1,4,,,,33,30,F,98,50,R,30,
2022,179113000,161885679,1,4,,,,38,35,M,10,50,R,35,
2022,179113019,161885698,1,4,,,,75,72,M,10,50,R,72,
2022,179113088,161885762,1,4,,,,58,55,F,98,50,R,55,
2022,179112976,161885656,1,1,,,,104,NS,X,99,50,,,
2022,179112995,161885674,1,4,,,,65,62,F,98,20,R,62,
2022,179113012,161885691,1,8,,,,104,NS,X,99,50,,,
2022,179113028,161885707,1,1,,,,104,NS,X,99,50,,,
2022,179113043,161885721,1,4,,,,35,32,F,10,50,R,32,
2022,179113066,161885744,1,1,,,,104,NS,X,99,50,,,
2022,179113063,161885739,1,1,,,,104,NS,X,99,50,,,
2022,179113087,161885761,1,4,,,,43,40,F,98,50,R,40,
2022,179113106,161885779,1,4,,,,45,42,F,10,50,R,42,
2022,179113122,161885795,1,1,,,,104,NS,X,99,50,,,
2022,179113142,161885815,1,1,,,,104,NS,X,99,50,,,
2022,179113163,161885834,1,1,,,,104,NS,X,99,50,,,
2022,179113004,161885683,1,1,,,,104,NS,X,99,50,,,
2022,179113027,161885706,1,4,,,,49,46,F,10,50,R,46,
2022,179113044,161885723,1,4,,,,39,36,F,10,50,R,36,
2022,179113098,161885772,1,1,,,,104,NS,X,99,50,,,
2022,179113068,161885742,1,1,,,,104,NS,X,99,50,,,
2022,185226507,167227470,1,4,,,,64,61,M,10,20,R,61,
2022,185226518,167227480,1,4,,,,64,61,M,10,20,R,61,
2022,185226530,167227492,1,1,,,,104,NS,X,99,50,,,
2022,185226323,167227301,1,4,,,,64,61,M,10,20,R,61,
2022,179113083,161885757,1,4,,,,34,31,F,10,50,R,31,
2022,179113104,161885778,1,4,,,,28,25,F,10,20,R,25,
2022,179113121,161885794,1,1,,,,104,NS,X,99,50,,,
2022,179113140,161885812,1,4,,,,59,56,F,10,50,R,56,
2022,179113162,161885833,1,4,,,,47,44,F,10,50,R,44,
2022,179113187,161885857,1,1,,,,104,NS,X,99,50,,,
2022,179113188,161885856,1,1,,,,104,NS,X,99,50,,,
2022,179113067,161885741,1,4,,,,56,53,F,98,50,R,53,
2022,179113085,161885759,1,1,,,,104,NS,X,99,50,,,
2022,180760912,163318418,1,1,,,,104,NS,X,99,50,,,
2022,179113101,161885775,1,1,,,,104,NS,X,99,50,,,
2022,179113117,161885791,1,1,,,,104,NS,X,99,50,,,
2022,179113133,161885806,1,1,,,,104,NS,X,99,50,,,
2022,180760928,163318433,1,1,,,,104,NS,X,99,50,,,
2022,179113157,161885829,1,4,,,,78,75,M,98,50,R,75,
2022,179113172,161885841,1,1,,,,104,NS,X,99,50,,,
2022,179113191,161885860,1,1,,,,104,NS,X,99,50,,,
2022,180760936,163318439,1,4,,,,54,51,M,10,50,R,51,
2022,179113211,161885880,1,1,,,,104,NS,X,99,50,,,
2022,182819403,165128159,1,4,,,,80,77,M,98,50,R,77,
2022,180760940,163318443,1,4,,,,74,71,M,10,50,R,71,
2022,179113089,161885763,1,4,,,,45,42,F,10,50,R,42,
2022,180760943,163318446,1,4,,,,49,46,M,10,50,R,46,
2022,179113107,161885781,1,4,,,,65,62,M,98,50,R,62,
2022,179113125,161885798,1,4,,,,46,43,M,98,50,R,43,
2022,180760945,163318448,1,1,,,,104,NS,X,99,50,,,
2022,179113153,161885826,1,4,,,,19,16,M,10,50,R,16,
2022,179113146,161885819,1,4,,,,72,69,M,10,50,R,69,
2022,180760948,163318451,1,4,,,,60,57,F,10,50,R,57,
2022,180760920,163318427,1,4,,,,44,41,F,10,50,R,41,
2022,179113192,161885861,1,5,2,4,,37,34,M,10,50,R,34,
2022,179113215,161885883,1,4,,,,22,19,F,10,50,R,19,
2022,180760935,163318438,1,1,,,,104,NS,X,99,50,,,
2022,179113230,161885897,1,4,,,,43,40,F,10,40,R,40,
2022,180760938,163318440,1,4,,,,28,25,M,10,10,R,25,
2022,180760942,163318445,1,4,,,,35,32,M,10,20,R,32,
2022,180760944,163318447,1,1,,,,104,NS,X,99,50,,,
2022,182819215,165127980,1,4,,,,68,65,M,10,50,R,65,
2022,182819244,165128007,1,1,,,,104,NS,X,99,50,,,
2022,182819271,165128031,1,1,,,,104,NS,X,99,50,,,
2022,179113115,161885788,1,1,,,,104,NS,X,99,50,,,
2022,179113132,161885805,1,4,,,,44,41,M,10,50,R,41,
2022,180760947,163318450,1,4,,,,72,69,M,10,50,R,69,
2022,180760949,163318452,1,1,,,,104,NS,X,99,50,,,
2022,180760418,163317959,1,1,,,,104,NS,X,99,50,,,
2022,179113139,161885813,1,4,,,,29,26,F,10,50,R,26,
2022,179113158,161885831,1,4,,,,42,39,F,10,50,R,39,
2022,180760519,163318047,1,1,,,,104,NS,X,99,50,,,
2022,180760531,163318059,1,4,,,,30,27,M,10,20,R,27,
2022,180760549,163318075,1,4,,,,36,33,M,10,10,R,33,
2022,180760428,163317967,1,4,,,,72,69,M,10,50,R,69,
2022,180760444,163317983,1,1,,,,104,NS,X,99,50,,,
2022,180760461,163317999,1,1,,,,104,NS,X,99,50,,,
2022,180760479,163318014,1,1,,,,104,NS,X,99,50,,,
2022,180760494,163318028,1,4,,,,65,62,F,98,50,R,62,
2022,180760482,163318019,1,4,,,,40,37,F,10,50,R,37,
2022,180760507,163318039,1,4,,,,31,28,F,10,50,R,28,
2022,180760518,163318045,1,1,,,,104,NS,X,99,50,,,
2022,179113224,161885891,1,4,,,,33,30,M,10,40,R,30,
2022,179113119,161885792,1,4,,,,53,50,F,10,20,R,50,
2022,179113181,161885851,1,4,,,,21,18,F,10,50,R,18,
2022,180760540,163318067,1,4,,,,71,68,M,10,50,R,68,
2022,179113202,161885871,1,4,,,,35,32,F,10,50,R,32,
2022,185226338,167227307,1,1,,,,104,NS,X,99,50,,,
